Iteration	A_taiwaniana_6137_A	A_taiwaniana_6137_B	A_tenuisecta_sp2_8704_A	A_tenuisecta_sp2_8704_B	A_tenuisecta_sp3_8745_A	A_tenuisecta_sp3_8745_B	C_diaphana_6380_A	C_diaphana_6380_B	C_fragilis_sp1_7009_A	C_fragilis_sp1_7009_B	C_fragilis_sp2_7248_A	C_fragilis_sp2_7248_B	C_montana_7943_A	C_montana_7943_B	C_pellucida_6055_A	C_pellucida_6055_B	C_sudetica_8674_A	C_sudetica_8674_B	C_tasmanica_6379_A	C_tasmanica_6379_B	C_tenuis_6387_A	C_tenuis_6387_B	C_utahensis_6848_A	C_utahensis_6848_B	G_continentale_6979_A	G_continentale_6979_B	G_dryopteris_7981_A	G_dryopteris_7981_B	G_dryopteris_7981_C	G_dryopteris_7981_D	G_oyamense_sp2_8739_A	G_oyamense_sp2_8739_B	G_remotepinnatum_4862_A	G_remotepinnatum_4862_B	G_robertianum_7945_A	G_robertianum_7945_B	xCystocarpium_7974_A	xCystocarpium_7974_B	xCystocarpium_7974_C	xCystocarpium_7974_D
1673	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1674	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1675	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1676	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1677	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1678	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1679	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1680	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1681	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1682	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1683	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_copy1	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1684	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1685	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1686	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1687	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1688	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1689	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1690	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1691	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1692	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1693	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1694	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1695	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1696	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1697	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1698	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1699	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1700	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1701	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1702	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1703	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1704	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1705	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1706	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_copy1	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1707	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1708	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1709	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1710	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1711	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1712	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1713	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1714	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK	7981_copy2	7981_BLANK2	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1715	6137_copy2	6137_copy1	8704_BLANK	8704_BLANK2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1716	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1717	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
1718	6137_copy2	6137_copy1	8704_BLANK2	8704_BLANK	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy1	7009_copy2	7248_copy2	7248_copy1	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy2	8674_copy1	6379_copy2	6379_copy1	6387_copy2	6387_copy1	6848_copy2	6848_copy1	6979_copy2	6979_copy1	7981_BLANK2	7981_copy2	7981_BLANK	7981_copy1	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy1	7945_copy2	7974_copy1	7974_copy4	7974_copy2	7974_copy3
